Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
NTC,Nepal Doorsanchar Company Limited,1519,Rs. 1124.0,Rs. 1074.0,Rs. 1080.0,-33.9,222154,242678057.0,1113.9,-3.04,"18 August, 2024"
NTC,Nepal Doorsanchar Company Limited,934,Rs. 1096.0,Rs. 1060.0,Rs. 1064.0,-16.0,106534,113782722.7,1080.0,-1.48,"21 August, 2024"
NTC,Nepal Doorsanchar Company Limited,778,Rs. 1082.5,Rs. 1060.1,Rs. 1068.0,4.0,94440,101300330.8,1064.0,0.38,"22 August, 2024"
NTC,Nepal Doorsanchar Company Limited,950,Rs. 1075.0,Rs. 1038.1,Rs. 1039.0,-29.0,92180,96936176.9,1068.0,-2.72,"25 August, 2024"
NTC,Nepal Doorsanchar Company Limited,1334,Rs. 1059.7,Rs. 1000.0,Rs. 1001.0,-38.0,130523,132458395.0,1039.0,-3.66,"27 August, 2024"
NTC,Nepal Doorsanchar Company Limited,889,Rs. 1039.9,Rs. 995.0,Rs. 1003.0,2.0,83564,84296893.5,1001.0,0.2,"28 August, 2024"
NTC,Nepal Doorsanchar Company Limited,680,Rs. 1015.0,Rs. 988.2,Rs. 992.1,-10.9,68842,68650558.9,1003.0,-1.09,"29 August, 2024"
NTC,Nepal Doorsanchar Company Limited,789,Rs. 1005.0,Rs. 978.0,Rs. 984.0,-8.1,96456,95340846.3,992.1,-0.82,"01 September, 2024"
NTC,Nepal Doorsanchar Company Limited,760,Rs. 1045.0,Rs. 976.0,Rs. 1029.0,45.0,95891,96862131.0,984.0,4.57,"02 September, 2024"
NTC,Nepal Doorsanchar Company Limited,503,Rs. 1044.0,Rs. 1018.0,Rs. 1030.0,1.0,92379,95084343.4,1029.0,0.1,"03 September, 2024"
NTC,Nepal Doorsanchar Company Limited,694,Rs. 1050.0,Rs. 988.0,Rs. 989.1,-40.9,65524,65881320.8,1030.0,-3.97,"04 September, 2024"
NTC,Nepal Doorsanchar Company Limited,555,Rs. 1003.0,Rs. 976.0,Rs. 995.0,5.9,90926,89855925.3,989.1,0.6,"05 September, 2024"
NTC,Nepal Doorsanchar Company Limited,452,Rs. 1002.0,Rs. 980.0,Rs. 981.0,-14.0,33481,33148735.4,995.0,-1.41,"08 September, 2024"
NTC,Nepal Doorsanchar Company Limited,530,Rs. 999.0,Rs. 967.0,Rs. 967.0,-14.0,66958,65277825.8,981.0,-1.43,"09 September, 2024"
NTC,Nepal Doorsanchar Company Limited,451,Rs. 999.6,Rs. 968.3,Rs. 975.0,8.0,59563,58265989.2,967.0,0.83,"10 September, 2024"
NTC,Nepal Doorsanchar Company Limited,454,Rs. 992.0,Rs. 963.0,Rs. 965.0,-10.0,32622,31758932.6,975.0,-1.03,"11 September, 2024"
NTC,Nepal Doorsanchar Company Limited,380,Rs. 987.0,Rs. 960.1,Rs. 985.0,20.0,27804,27129890.5,965.0,2.07,"12 September, 2024"
NTC,Nepal Doorsanchar Company Limited,604,Rs. 995.0,Rs. 966.4,Rs. 967.0,-18.0,52289,51201716.8,985.0,-1.83,"15 September, 2024"
NTC,Nepal Doorsanchar Company Limited,574,Rs. 980.0,Rs. 941.0,Rs. 946.9,-20.1,38521,36656246.2,967.0,-2.08,"16 September, 2024"
NTC,Nepal Doorsanchar Company Limited,406,Rs. 955.0,Rs. 939.0,Rs. 942.0,-4.9,34601,32677318.5,946.9,-0.52,"18 September, 2024"
NTC,Nepal Doorsanchar Company Limited,310,Rs. 979.0,Rs. 940.0,Rs. 945.0,3.0,26618,25170323.0,942.0,0.32,"22 September, 2024"
NTC,Nepal Doorsanchar Company Limited,395,Rs. 949.0,Rs. 927.0,Rs. 928.0,-17.0,30523,28470530.0,945.0,-1.8,"23 September, 2024"
NTC,Nepal Doorsanchar Company Limited,443,Rs. 935.0,Rs. 900.1,Rs. 903.0,-25.0,26123,23805445.5,928.0,-2.69,"24 September, 2024"
NTC,Nepal Doorsanchar Company Limited,349,Rs. 920.0,Rs. 895.0,Rs. 914.0,11.0,19780,17919801.9,903.0,1.22,"25 September, 2024"
NTC,Nepal Doorsanchar Company Limited,271,Rs. 932.0,Rs. 912.0,Rs. 912.0,-2.0,25483,23361268.4,914.0,-0.22,"26 September, 2024"
NTC,Nepal Doorsanchar Company Limited,275,Rs. 915.0,Rs. 900.0,Rs. 910.0,-2.0,16387,14840521.6,912.0,-0.22,"29 September, 2024"
NTC,Nepal Doorsanchar Company Limited,208,Rs. 926.5,Rs. 910.0,Rs. 919.9,9.9,10650,9791676.0,910.0,1.09,"30 September, 2024"
NTC,Nepal Doorsanchar Company Limited,424,Rs. 957.0,Rs. 919.9,Rs. 955.5,35.6,35588,33504768.8,919.9,3.87,"01 October, 2024"
NTC,Nepal Doorsanchar Company Limited,389,Rs. 979.0,Rs. 950.0,Rs. 955.0,-0.5,20834,20094004.2,955.5,-0.05,"02 October, 2024"
NTC,Nepal Doorsanchar Company Limited,274,Rs. 975.0,Rs. 945.0,Rs. 968.0,13.0,18031,17415988.6,955.0,1.36,"06 October, 2024"
NTC,Nepal Doorsanchar Company Limited,417,Rs. 1000.0,Rs. 950.0,Rs. 995.0,27.0,45780,45501766.1,968.0,2.79,"07 October, 2024"
NTC,Nepal Doorsanchar Company Limited,246,Rs. 1000.0,Rs. 984.0,Rs. 990.0,-5.0,22518,22344732.9,995.0,-0.5,"08 October, 2024"
NTC,Nepal Doorsanchar Company Limited,178,Rs. 994.9,Rs. 985.0,Rs. 988.0,-2.0,14408,14234453.1,990.0,-0.2,"09 October, 2024"
NTC,Nepal Doorsanchar Company Limited,133,Rs. 1000.0,Rs. 988.0,Rs. 993.5,5.5,9161,9088904.0,988.0,0.56,"15 October, 2024"
NTC,Nepal Doorsanchar Company Limited,257,Rs. 1004.0,Rs. 980.0,Rs. 998.5,5.0,23993,23966818.2,993.5,0.5,"16 October, 2024"
NTC,Nepal Doorsanchar Company Limited,412,Rs. 1023.0,Rs. 995.0,Rs. 1009.5,11.0,41341,41835888.8,998.5,1.1,"17 October, 2024"
NTC,Nepal Doorsanchar Company Limited,383,Rs. 1010.0,Rs. 976.2,Rs. 989.9,-19.6,33114,32894761.4,1009.5,-1.94,"20 October, 2024"
NTC,Nepal Doorsanchar Company Limited,332,Rs. 987.0,Rs. 973.2,Rs. 974.1,-15.8,25677,25102051.7,989.9,-1.6,"21 October, 2024"
NTC,Nepal Doorsanchar Company Limited,170,Rs. 988.0,Rs. 975.0,Rs. 982.5,8.4,8673,8510710.4,974.1,0.86,"22 October, 2024"
NTC,Nepal Doorsanchar Company Limited,156,Rs. 1000.0,Rs. 977.0,Rs. 980.1,-2.4,10217,10035366.3,982.5,-0.24,"23 October, 2024"
NTC,Nepal Doorsanchar Company Limited,208,Rs. 997.0,Rs. 977.0,Rs. 977.0,-3.1,19320,18918095.4,980.1,-0.32,"24 October, 2024"
NTC,Nepal Doorsanchar Company Limited,164,Rs. 980.0,Rs. 973.0,Rs. 973.1,-3.9,9576,9338385.0,977.0,-0.4,"27 October, 2024"
NTC,Nepal Doorsanchar Company Limited,107,Rs. 989.9,Rs. 973.1,Rs. 974.3,1.2,5223,5099771.6,973.1,0.12,"28 October, 2024"
NTC,Nepal Doorsanchar Company Limited,236,Rs. 989.0,Rs. 976.3,Rs. 987.0,12.7,13104,12875332.1,974.3,1.3,"29 October, 2024"
NTC,Nepal Doorsanchar Company Limited,149,Rs. 1005.0,Rs. 976.1,Rs. 980.1,-6.9,10317,10140682.0,987.0,-0.7,"30 October, 2024"
NTC,Nepal Doorsanchar Company Limited,181,Rs. 995.0,Rs. 980.0,Rs. 990.0,9.9,9519,9420590.8,980.1,1.01,"05 November, 2024"
NTC,Nepal Doorsanchar Company Limited,157,Rs. 1001.0,Rs. 977.1,Rs. 989.0,-1.0,12051,11928538.9,990.0,-0.1,"06 November, 2024"
NTC,Nepal Doorsanchar Company Limited,684,Rs. 1068.0,Rs. 980.0,Rs. 1015.0,26.0,134838,135672646.0,989.0,2.63,"10 November, 2024"
NTC,Nepal Doorsanchar Company Limited,640,Rs. 1107.0,Rs. 997.1,Rs. 1012.0,-3.0,80390,81624584.9,1015.0,-0.3,"11 November, 2024"
NTC,Nepal Doorsanchar Company Limited,439,Rs. 1030.0,Rs. 980.0,Rs. 995.0,-17.0,73654,73770019.3,1012.0,-1.68,"12 November, 2024"
NTC,Nepal Doorsanchar Company Limited,339,Rs. 999.0,Rs. 981.0,Rs. 985.0,-10.0,45738,45187326.2,995.0,-1.01,"13 November, 2024"
NTC,Nepal Doorsanchar Company Limited,280,Rs. 1000.0,Rs. 980.0,Rs. 993.0,8.0,33199,32791148.5,985.0,0.81,"14 November, 2024"
NTC,Nepal Doorsanchar Company Limited,403,Rs. 999.0,Rs. 979.0,Rs. 985.0,-8.0,49529,48952104.8,993.0,-0.81,"17 November, 2024"
NTC,Nepal Doorsanchar Company Limited,346,Rs. 1004.7,Rs. 975.1,Rs. 976.0,-9.0,27869,27301335.0,985.0,-0.91,"19 November, 2024"
NTC,Nepal Doorsanchar Company Limited,317,Rs. 979.0,Rs. 970.1,Rs. 979.0,3.0,26692,26034194.2,976.0,0.31,"20 November, 2024"
NTC,Nepal Doorsanchar Company Limited,344,Rs. 997.0,Rs. 965.0,Rs. 965.0,-14.0,26069,25340012.1,979.0,-1.43,"21 November, 2024"
NTC,Nepal Doorsanchar Company Limited,296,Rs. 1053.0,Rs. 960.0,Rs. 976.0,15.0,31501,30826635.2,961.0,1.56,"25 November, 2024"
NTC,Nepal Doorsanchar Company Limited,188,Rs. 995.0,Rs. 975.0,Rs. 982.9,6.9,15520,15191671.4,976.0,0.71,"26 November, 2024"
NTC,Nepal Doorsanchar Company Limited,216,Rs. 1040.0,Rs. 983.0,Rs. 988.1,5.2,20161,20001551.2,982.9,0.53,"27 November, 2024"
NTC,Nepal Doorsanchar Company Limited,216,Rs. 999.0,Rs. 980.0,Rs. 982.0,-6.1,13035,12816911.1,988.1,-0.62,"28 November, 2024"
NTC,Nepal Doorsanchar Company Limited,254,Rs. 1000.0,Rs. 967.0,Rs. 970.0,-12.0,17950,17486261.8,982.0,-1.22,"01 December, 2024"
NTC,Nepal Doorsanchar Company Limited,408,Rs. 989.4,Rs. 958.1,Rs. 964.0,-6.0,49707,48084795.8,970.0,-0.62,"02 December, 2024"
NTC,Nepal Doorsanchar Company Limited,467,Rs. 983.2,Rs. 950.0,Rs. 969.0,5.0,46033,44143949.3,964.0,0.52,"03 December, 2024"
NTC,Nepal Doorsanchar Company Limited,292,Rs. 988.3,Rs. 951.0,Rs. 959.0,-10.0,24325,23447114.4,969.0,-1.03,"04 December, 2024"
NTC,Nepal Doorsanchar Company Limited,249,Rs. 969.0,Rs. 955.0,Rs. 956.1,-2.9,18638,17881989.6,959.0,-0.3,"05 December, 2024"
NTC,Nepal Doorsanchar Company Limited,330,Rs. 970.0,Rs. 945.1,Rs. 949.1,-7.0,24234,23023674.7,956.1,-0.73,"08 December, 2024"
NTC,Nepal Doorsanchar Company Limited,200,Rs. 966.9,Rs. 944.1,Rs. 953.9,4.8,11470,10893984.5,949.1,0.51,"09 December, 2024"
NTC,Nepal Doorsanchar Company Limited,180,Rs. 968.5,Rs. 950.0,Rs. 955.0,1.1,10810,10339167.5,953.9,0.12,"10 December, 2024"
NTC,Nepal Doorsanchar Company Limited,184,Rs. 969.0,Rs. 951.0,Rs. 961.9,6.9,15840,15136660.3,955.0,0.72,"11 December, 2024"
