Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
TAMOR,Sanima Middle Tamor Hydropower Limited,1166,Rs. 422.2,Rs. 401.0,Rs. 414.0,9.0,93232,38734901.8,405.0,2.22,"30 January, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,667,Rs. 422.0,Rs. 400.1,Rs. 403.1,-10.9,44352,18181334.9,414.0,-2.63,"31 January, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,559,Rs. 402.0,Rs. 391.2,Rs. 394.0,-9.1,63154,25033076.2,403.1,-2.26,"01 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,537,Rs. 409.0,Rs. 390.0,Rs. 393.0,-1.0,32733,13051771.5,394.0,-0.25,"04 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,530,Rs. 409.0,Rs. 393.0,Rs. 397.0,4.0,34342,13694660.0,393.0,1.02,"05 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,460,Rs. 400.0,Rs. 393.0,Rs. 396.0,-1.0,27962,11074378.9,397.0,-0.25,"06 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,555,Rs. 410.5,Rs. 395.2,Rs. 397.0,1.0,37104,14823083.8,396.0,0.25,"07 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,703,Rs. 408.0,Rs. 395.0,Rs. 403.0,6.0,47807,19240752.0,397.0,1.51,"08 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,719,Rs. 417.0,Rs. 402.0,Rs. 402.0,-1.0,65490,26622785.1,403.0,-0.25,"11 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,826,Rs. 418.2,Rs. 395.2,Rs. 412.0,10.0,49301,20216031.7,402.0,2.49,"12 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,1337,Rs. 437.9,Rs. 404.0,Rs. 427.9,15.9,235564,100649237.3,412.0,3.86,"13 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,876,Rs. 436.4,Rs. 422.2,Rs. 430.5,2.6,118878,51000916.6,427.9,0.61,"14 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,1129,Rs. 443.0,Rs. 422.0,Rs. 429.0,-1.5,128669,55737833.2,430.5,-0.35,"15 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,851,Rs. 430.0,Rs. 415.1,Rs. 415.2,-13.8,41551,17496108.0,429.0,-3.22,"18 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,742,Rs. 420.0,Rs. 407.1,Rs. 411.0,-4.2,43058,17841140.0,415.2,-1.01,"20 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,642,Rs. 415.1,Rs. 408.0,Rs. 409.0,-2.0,50240,20658676.6,411.0,-0.49,"21 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,786,Rs. 412.0,Rs. 403.2,Rs. 406.5,-2.5,54245,22095330.6,409.0,-0.61,"22 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,593,Rs. 414.0,Rs. 395.0,Rs. 395.4,-11.1,46820,18772475.6,406.5,-2.73,"25 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,409,Rs. 410.0,Rs. 392.0,Rs. 396.5,1.1,38064,15229888.0,395.4,0.28,"26 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,258,Rs. 412.0,Rs. 395.2,Rs. 398.0,1.5,14113,5651983.6,396.5,0.38,"27 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,252,Rs. 404.0,Rs. 392.0,Rs. 395.0,-3.0,11627,4610144.6,398.0,-0.75,"28 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,330,Rs. 402.9,Rs. 370.0,Rs. 379.9,-15.1,75026,28650197.6,395.0,-3.82,"29 February, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,292,Rs. 380.0,Rs. 368.0,Rs. 375.0,-4.9,30986,11537807.7,379.9,-1.29,"03 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,11,Rs. 403.9,Rs. 382.5,Rs. 403.9,28.9,5150,2050364.0,375.0,7.71,"04 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,376,Rs. 411.9,Rs. 379.0,Rs. 380.0,-23.9,49385,19306964.1,403.9,-5.92,"05 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,410,Rs. 402.0,Rs. 375.0,Rs. 389.0,9.0,52620,20481286.2,380.0,2.37,"06 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,338,Rs. 402.0,Rs. 389.0,Rs. 393.2,4.2,43815,17402232.8,389.0,1.08,"07 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,506,Rs. 407.0,Rs. 390.6,Rs. 404.0,10.8,48605,19423520.3,393.2,2.75,"10 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,496,Rs. 410.0,Rs. 399.0,Rs. 404.0,0.0,47544,19198922.6,404.0,0.0,"12 March, 2024"
TAMOR,Sanima Middle Tamor Hydropower Limited,381,Rs. 405.0,Rs. 394.0,Rs. 397.0,-7.0,51405,20515006.4,404.0,-1.73,"13 March, 2024"
