Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,164,Rs. 215.2,Rs. 205,Rs. 208,-3.0,6880.00,1431642.50,211,-1.42,"10 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,184,Rs. 210,Rs. 205,Rs. 206.1,-1.9,3830.00,789110.00,208,-0.91,"13 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,170,Rs. 210,Rs. 200,Rs. 207,0.9,3960.00,814883.00,206.1,0.44,"14 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,185,Rs. 208,Rs. 204,Rs. 206,-1.0,8207.00,1689226.00,207,-0.48,"15 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,160,Rs. 210,Rs. 202,Rs. 206.8,0.8,2120.00,436856.50,206,0.39,"16 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,268,Rs. 218.4,Rs. 205.5,Rs. 218,11.2,15612.00,3331217.90,206.8,5.42,"17 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,230,Rs. 218.2,Rs. 210,Rs. 214,-4.0,13390.00,2852255.80,218,-1.83,"22 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,177,Rs. 216,Rs. 207.1,Rs. 216,2.0,4217.00,892696.30,214,0.93,"23 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,240,Rs. 216,Rs. 208,Rs. 216,0.0,11686.00,2484942.00,216,0.0,"24 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,365,Rs. 219.2,Rs. 212,Rs. 218,2.0,18348.00,3942375.00,216,0.93,"27 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,229,Rs. 222.3,Rs. 213.8,Rs. 215,-3.0,11144.00,2413241.80,218,-1.38,"28 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,204,Rs. 218,Rs. 209,Rs. 215.8,0.8,4133.00,879730.50,215,0.37,"29 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,204,Rs. 215.9,Rs. 211,Rs. 215.9,0.1,3310.00,705860.00,215.8,0.05,"30 November, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,206,Rs. 220,Rs. 210,Rs. 213.6,-2.3,7110.00,1526684.00,215.9,-1.07,"01 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,327,Rs. 218.2,Rs. 208,Rs. 217,3.4,18746.00,3993855.80,213.6,1.59,"04 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,202,Rs. 215,Rs. 210,Rs. 210.1,-6.9,11087.00,2345341.90,217,-3.18,"05 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,178,Rs. 213,Rs. 206.6,Rs. 212,1.9,6568.00,1377158.40,210.1,0.9,"06 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,175,Rs. 212,Rs. 208.2,Rs. 209.8,-2.2,3135.00,658081.00,212,-1.04,"07 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,211,Rs. 209,Rs. 205.7,Rs. 206.2,-3.6,5779.00,1193940.00,209.8,-1.72,"11 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,238,Rs. 212.9,Rs. 203.4,Rs. 208.2,2.0,11835.00,2454559.60,206.2,0.97,"12 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,179,Rs. 210.2,Rs. 204.3,Rs. 210.2,2.0,3965.00,827239.90,208.2,0.96,"13 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,328,Rs. 220.3,Rs. 206.3,Rs. 216,5.8,17368.00,3735132.90,210.2,2.76,"14 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,288,Rs. 217,Rs. 212,Rs. 216,0.0,13537.00,2917756.60,216,0.0,"15 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,263,Rs. 218,Rs. 210,Rs. 211.7,-4.3,13492.00,2873505.60,216,-1.99,"18 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,261,Rs. 216.2,Rs. 209.1,Rs. 213,1.3,9588.00,2042802.90,211.7,0.61,"19 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,256,Rs. 218.3,Rs. 209,Rs. 213,0.0,9638.00,2071938.00,213,0.0,"20 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,285,Rs. 219,Rs. 209.1,Rs. 217.4,4.4,9623.00,2072423.80,213,2.07,"21 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,177,Rs. 214.8,Rs. 211,Rs. 212.1,-5.3,13700.00,2909289.50,217.4,-2.44,"22 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,371,Rs. 228,Rs. 213,Rs. 223,10.9,22067.00,4849753.10,212.1,5.14,"26 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,499,Rs. 242,Rs. 221,Rs. 238,15.0,42096.00,9789501.60,223,6.73,"27 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,389,Rs. 243,Rs. 233.2,Rs. 238.9,0.9,34519.00,8240853.30,238,0.38,"28 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,423,Rs. 254,Rs. 234.3,Rs. 252,13.1,27365.00,6759013.00,238.9,5.48,"29 December, 2022"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,523,Rs. 260.8,Rs. 243,Rs. 250.1,-1.9,43900.00,11118139.30,252,-0.75,"01 January, 2023"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,458,Rs. 259,Rs. 243,Rs. 255,4.9,31187.00,7892641.40,250.1,1.96,"02 January, 2023"
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,449,Rs. 264,Rs. 250,Rs. 254,-1.0,34556.00,8853969.30,255,-0.39,"03 January, 2023"
