Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,95,Rs. 741.6,Rs. 690.0,Rs. 710.0,11.0,1718,1201266.9,699.0,1.57,"28 January, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,131,Rs. 722.0,Rs. 691.0,Rs. 700.0,-10.0,5948,4195012.6,710.0,-1.41,"29 January, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,94,Rs. 703.0,Rs. 690.0,Rs. 702.0,2.0,2510,1746951.9,700.0,0.29,"30 January, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,84,Rs. 725.0,Rs. 684.0,Rs. 700.0,-2.0,2935,2032779.3,702.0,-0.28,"31 January, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,74,Rs. 700.0,Rs. 685.0,Rs. 689.2,-10.8,1797,1240852.7,700.0,-1.54,"01 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,72,Rs. 690.0,Rs. 677.1,Rs. 681.1,-8.1,1946,1326288.8,689.2,-1.18,"04 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,71,Rs. 694.0,Rs. 678.0,Rs. 682.0,0.9,2763,1881092.3,681.1,0.13,"05 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,85,Rs. 708.0,Rs. 669.0,Rs. 708.0,26.0,1428,978994.9,682.0,3.81,"06 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,69,Rs. 704.0,Rs. 690.1,Rs. 703.9,-4.1,2045,1423382.4,708.0,-0.58,"07 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,68,Rs. 705.0,Rs. 690.1,Rs. 705.0,1.1,2013,1406930.0,703.9,0.16,"08 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,88,Rs. 707.8,Rs. 681.0,Rs. 685.0,-20.0,2253,1544588.7,705.0,-2.84,"11 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,72,Rs. 697.0,Rs. 672.3,Rs. 694.0,9.0,2244,1533698.8,685.0,1.31,"12 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,68,Rs. 684.0,Rs. 667.6,Rs. 676.8,-17.2,1281,865466.1,694.0,-2.48,"13 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,60,Rs. 682.0,Rs. 665.0,Rs. 670.0,-6.8,1140,765897.9,676.8,-1.0,"14 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,74,Rs. 678.2,Rs. 662.0,Rs. 670.0,0.0,1074,718054.5,670.0,0.0,"15 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,123,Rs. 725.1,Rs. 657.1,Rs. 710.5,40.5,2536,1696551.3,670.0,6.04,"18 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,86,Rs. 696.3,Rs. 664.0,Rs. 678.0,-32.5,2253,1513170.4,710.5,-4.57,"20 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,137,Rs. 678.3,Rs. 651.7,Rs. 664.8,-13.2,11888,7798561.5,678.0,-1.95,"21 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,95,Rs. 664.0,Rs. 650.0,Rs. 662.0,-2.8,2966,1938640.6,664.8,-0.42,"22 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,91,Rs. 650.0,Rs. 639.0,Rs. 650.0,-12.0,3327,2148686.0,662.0,-1.81,"25 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,51,Rs. 650.2,Rs. 637.2,Rs. 639.3,-10.7,1931,1237742.1,650.0,-1.65,"26 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,45,Rs. 643.0,Rs. 630.1,Rs. 643.0,3.7,841,534011.0,639.3,0.58,"27 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,22,Rs. 655.7,Rs. 632.5,Rs. 640.0,-3.0,313,199927.7,643.0,-0.47,"28 February, 2024"
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,70,Rs. 643.8,Rs. 627.3,Rs. 640.0,0.0,5437,3439128.1,640.0,0.0,"29 February, 2024"
